ID,innings,overs,ballnumber,batter,bowler,non_striker,extra_type,batsman_run,extras_run,total_run,non_boundary,isWicketDelivery,player_out,kind,fielders_involved,BattingTeam,player,team
1304086,1,0,6,Abhishek Sharma,Mohammed Shami,KS Williamson,wides,0,5,5,0,0,NA,NA,NA,Sunrisers Hyderabad,Mohammed Shami,GT
1304067,2,0,6,Abhishek Sharma,Mohammed Shami,KS Williamson,NA,0,0,0,0,0,NA,NA,NA,Sunrisers Hyderabad,Mohammed Shami,GT
598062,2,0,7,UBT Chand,MM Sharma,J Botha,NA,4,0,4,0,0,NA,NA,NA,Delhi Daredevils,MM Sharma,GT
1304089,1,0,7,F du Plessis,Mohammed Shami,V Kohli,NA,0,0,0,0,0,NA,NA,NA,Royal Challengers Bangalore,Mohammed Shami,GT
733993,2,0,7,S Dhawan,Mohammed Shami,AJ Finch,NA,0,0,0,0,0,NA,NA,NA,Sunrisers Hyderabad,Mohammed Shami,GT
1136619,1,0,7,WP Saha,Shivam Mavi,S Dhawan,NA,1,0,1,0,0,NA,NA,NA,Sunrisers Hyderabad,Shivam Mavi,GT
1082611,1,0,7,DA Warner,J Yadav,S Dhawan,NA,1,0,1,0,0,NA,NA,NA,Sunrisers Hyderabad,J Yadav,GT
1254082,2,0,7,PP Shaw,Shivam Mavi,S Dhawan,NA,4,0,4,0,0,NA,NA,NA,Delhi Capitals,Shivam Mavi,GT
729289,1,0,7,G Gambhir,Mohammed Shami,MK Pandey,NA,0,0,0,0,0,NA,NA,NA,Kolkata Knight Riders,Mohammed Shami,GT
1304081,2,0,7,SS Iyer,Mohammed Shami,SP Narine,NA,0,0,0,0,0,NA,NA,NA,Kolkata Knight Riders,Mohammed Shami,GT
1304075,1,0,7,RV Uthappa,Mohammed Shami,RD Gaikwad,NA,1,0,1,0,0,NA,NA,NA,Chennai Super Kings,Mohammed Shami,GT
1216498,2,0,7,DA Warner,Mohammed Shami,JM Bairstow,NA,2,0,2,0,0,NA,NA,NA,Sunrisers Hyderabad,Mohammed Shami,GT
1178393,1,0,7,SR Watson,Mohammed Shami,F du Plessis,NA,1,0,1,0,0,NA,NA,NA,Chennai Super Kings,Mohammed Shami,GT
1304097,1,0,7,RG Sharma,Mohammed Shami,Ishan Kishan,NA,1,0,1,0,0,NA,NA,NA,Mumbai Indians,Mohammed Shami,GT
1304086,1,0,7,Abhishek Sharma,Mohammed Shami,KS Williamson,NA,1,0,1,0,0,NA,NA,NA,Sunrisers Hyderabad,Mohammed Shami,GT
729289,1,0,8,G Gambhir,Mohammed Shami,MK Pandey,wides,0,1,1,0,0,NA,NA,NA,Kolkata Knight Riders,Mohammed Shami,GT
1304086,1,0,8,KS Williamson,Mohammed Shami,Abhishek Sharma,NA,0,0,0,0,0,NA,NA,NA,Sunrisers Hyderabad,Mohammed Shami,GT
729289,1,0,9,G Gambhir,Mohammed Shami,MK Pandey,NA,0,0,0,0,0,NA,NA,NA,Kolkata Knight Riders,Mohammed Shami,GT
1254109,1,1,1,KS Williamson,Shivam Mavi,JJ Roy,NA,0,0,0,0,0,NA,NA,NA,Sunrisers Hyderabad,Shivam Mavi,GT
