ID,innings,overs,ballnumber,batter,bowler,non_striker,extra_type,batsman_run,extras_run,total_run,non_boundary,isWicketDelivery,player_out,kind,fielders_involved,BattingTeam,player,team
1304054,2,0,2,AM Rahane,Arshdeep Singh,VR Iyer,NA,4,0,4,0,0,NA,NA,NA,Kolkata Knight Riders,AM Rahane,CSK
1175362,2,0,2,MM Ali,MJ McClenaghan,PA Patel,NA,0,0,0,0,0,NA,NA,NA,Royal Challengers Bangalore,MM Ali,CSK
1136605,2,0,2,MM Ali,S Lamichhane,PA Patel,NA,0,0,0,0,0,NA,NA,NA,Royal Challengers Bangalore,MM Ali,CSK
598065,2,0,2,AM Rahane,DW Steyn,R Dravid,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
548377,1,0,2,AM Rahane,RP Singh,R Dravid,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
548373,1,0,2,AM Rahane,JP Duminy,R Dravid,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
548345,2,0,2,AM Rahane,IK Pathan,R Dravid,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
1216543,1,0,2,AM Rahane,JC Archer,S Dhawan,NA,0,0,0,0,0,NA,NA,NA,Delhi Capitals,AM Rahane,CSK
1237181,1,0,2,AM Rahane,TA Boult,S Dhawan,NA,1,0,1,0,0,NA,NA,NA,Delhi Capitals,AM Rahane,CSK
1216524,2,0,2,AM Rahane,Sandeep Sharma,S Dhawan,NA,1,0,1,0,0,NA,NA,NA,Delhi Capitals,AM Rahane,CSK
1136571,1,0,2,AM Rahane,Washington Sundar,DJM Short,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
1136564,1,0,2,AM Rahane,B Kumar,DJM Short,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
1136566,1,0,2,AM Rahane,TA Boult,DJM Short,NA,2,0,2,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
1304114,1,0,2,RD Gaikwad,TA Boult,DP Conway,NA,0,0,0,0,0,NA,NA,NA,Chennai Super Kings,RD Gaikwad,CSK
1304108,1,0,2,RD Gaikwad,Mohammed Shami,DP Conway,NA,0,0,0,0,0,NA,NA,NA,Chennai Super Kings,RD Gaikwad,CSK
1304047,1,0,2,RD Gaikwad,UT Yadav,DP Conway,NA,0,0,0,0,0,NA,NA,NA,Chennai Super Kings,RD Gaikwad,CSK
1304101,1,0,2,RD Gaikwad,SN Thakur,DP Conway,NA,1,0,1,0,0,NA,NA,NA,Chennai Super Kings,RD Gaikwad,CSK
1304095,2,0,2,RD Gaikwad,Shahbaz Ahmed,DP Conway,NA,1,0,1,0,0,NA,NA,NA,Chennai Super Kings,RD Gaikwad,CSK
1136577,2,0,2,AM Rahane,DL Chahar,H Klaasen,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
829797,2,0,2,AM Rahane,A Nehra,SR Watson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
829787,2,0,2,AM Rahane,B Kumar,SR Watson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
829749,1,0,2,AM Rahane,MA Starc,SR Watson,wides,0,1,1,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
829735,2,0,2,AM Rahane,IC Pandey,SR Watson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
